id,imdb_id,title,release_date,spoken_languages,genres1,genres2,genres3,genres4,genres5,runtime,production_companies,production_countries,budget,revenue,overview,tagline,vote_count,homepage,popularity,Unnamed: 0,actors,boxoffice,director,poster_link,production_company,vote_average,vote_average (%),Internet_Movie_Database_rating,Rotten_Tomatoes_rating,Metacritic_rating,rating_average,writer
324786,tt2119532,Hacksaw Ridge,10/7/2016,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}", Drama, History,War,,,140,"[{'name': 'Icon Productions', 'id': 152}, {'name': 'Permut Presentations', 'id': 455}, {'name': 'Pandemonium', 'id': 8915}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Vendian Entertainment', 'id': 50481}, {'name': 'Demarest Media', 'id': 79916}","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",40000000,175302354,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",One of the greatest heroes in American history never fired a bullet.,3294,http://www.hacksawridge.movie/,21.037699,105,"Andrew Garfield, Richard Pyros, Jacob Warner, Milo Gibson","$67,115,062 ",Mel Gibson,https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_SX300.jpg,Summit Entertainment,7.8,78%,81%,86%,71%,79%,"Robert Schenkkan (screenplay by), Andrew Knight (screenplay by)"
258230,tt3416532,A Monster Calls,10/7/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Drama, Fantasy,,,,108,"[{'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Apaches Entertainment', 'id': 8111}, {'name': 'La Trini', 'id': 53490}","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",43000000,46652768,A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,Stories are wild creatures.,1023,http://www.focusfeatures.com/amonstercalls,24.483893,106,"Lewis MacDougall, Sigourney Weaver, Felicity Jones, Toby Kebbell","$3,730,982 ",J.A. Bayona,https://m.media-amazon.com/images/M/MV5BMTg1OTA5OTkyNV5BMl5BanBnXkFtZTgwODMwNDU5OTE@._V1_SX300.jpg,Focus Features,6.8,68%,75%,86%,76%,76%,"Patrick Ness (screenplay by), Patrick Ness (based upon the novel written by), Siobhan Dowd (from an original idea by)"
393559,tt2321405,My Life as a Zucchini,10/12/2016,"[{'iso_639_1': 'fr', 'name': 'Français'}", Animation, Drama,Family,,,66,"[{'name': 'Gébéka Films', 'id': 4621}, {'name': 'Rita Productions', 'id': 7034}, {'name': 'Blue Spirit Animation', 'id': 42171}","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'FR', 'name': 'France'}",8000000,292279,"After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own.",My Life as a Courgette,215,http://www.mylifeasazucchini.com/,7.321152,107,"Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud, Michel Vuillermoz","$279,912 ",Claude Barras,https://m.media-amazon.com/images/M/MV5BMGZhZTMxNWItZDU1Yi00NmM4LTk3NzktZGU5Nzk0ZjdlZjQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Rita Productions,7.7,77%,78%,98%,85%,85%,"Céline Sciamma (screenplay writer), Germano Zullo (contributing writer), Claude Barras (contributing writer), Morgan Navarro (contributing writer), Gilles Paris (novel), Michael Sinterniklaas (english script adaptation), Christian La Monte (english script adaptation)"
207932,tt3062096,Inferno,10/13/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Thriller,,,,,121,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Mid Atlantic Films', 'id': 2735}, {'name': 'Sony Pictures Releasing', 'id': 3045}, {'name': 'LStar Capital', 'id': 34034}","[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",75000000,220021259,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",His greatest challenge. Humanity's last hope.,2316,http://www.infernothemovie.com/,18.311054,108,"Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan","$34,307,024 ",Ron Howard,https://m.media-amazon.com/images/M/MV5BMTUzNTE2NTkzMV5BMl5BanBnXkFtZTgwMDAzOTUyMDI@._V1_SX300.jpg,Sony Pictures,5.7,57%,62%,23%,42%,46%,"Dan Brown (based in part on the novel by), David Koepp (screenplay by)"
302946,tt2140479,The Accountant,10/14/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Crime, Thriller,Drama,,,128,"[{'name': 'Zero Gravity Management', 'id': 5357}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Electric City Entertainment', 'id': 8600}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",44000000,155160045,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",Calculate your choices.,2121,http://www.accountantmovie.com/,13.465656,109,"Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal","$86,198,014 ",Gavin O'Connor,https://m.media-amazon.com/images/M/MV5BNjFmN2UwYWEtMmNiNi00YTU5LThiM2YtMmU4YzYzYTA3YWFjXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,Warner Bros. Pictures,6.9,69%,73%,51%,51%,61%,Bill Dubuque
314095,tt1212428,The Lost City of Z,10/15/2016,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}", Action, Adventure,Drama,History,,140,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Northern Ireland Screen', 'id': 11667}, {'name': 'Sierra / Affinity', 'id': 24049}, {'name': 'MICA Entertainment', 'id': 24510}, {'name': 'MadRiver Pictures', 'id': 73492}, {'name': 'Keep Your Head', 'id': 79963}","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",30000000,8574339,"At the dawn of the 20th century, British explorer Percy Fawcett journeys into the Amazon, where he discovers evidence of a previously unknown, advanced civilization that may have once inhabited the region. Despite being ridiculed by the scientific establishment, which views indigenous populations as savages, the determined Fawcett, supported by his devoted wife, son, and aide-de-camp, returns to his beloved jungle in an attempt to prove his case.","In 1925, Percy Fawcett ventured into the Amazon in search of a myth. What he discovered became legendary.",598,http://www.lostcityofzfilm.co.uk/home,21.791111,110,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland","$8,554,554 ",James Gray,https://m.media-amazon.com/images/M/MV5BMjQzNTk3MTkyNF5BMl5BanBnXkFtZTgwMDA2MDQzMTI@._V1_SX300.jpg,Amazon Studios/Bleecker Street Media,6.1,61%,66%,86%,78%,73%,"James Gray (written for the screen by), David Grann (based on the book by)"
343611,tt3393786,Jack Reacher: Never Go Back,10/19/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Action,,,,,118,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Shanghai Film Group', 'id': 3407}, {'name': 'TC Productions', 'id': 21777}, {'name': 'Skydance Media', 'id': 82819}, {'name': 'Huahua Media', 'id': 83645}","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",60000000,162146076,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",Justice is Coming.,1843,http://www.jackreachermovie.com/,15.60562,111,"Tom Cruise, Cobie Smulders, Aldis Hodge, Danika Yarosh","$58,676,235 ",Edward Zwick,https://m.media-amazon.com/images/M/MV5BODQ3ODQ3NDI4NV5BMl5BanBnXkFtZTgwMDY1Mzk5OTE@._V1_SX300.jpg,Paramount Pictures,5.3,53%,61%,38%,47%,50%,"Richard Wenk (screenplay), Edward Zwick (screenplay), Marshall Herskovitz (screenplay), Lee Child (book)"
331313,tt2387499,Keeping Up with the Joneses,10/20/2016,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'en', 'name': 'English'}", Action, Comedy,,,,105,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",40000000,29918745,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,They lived a normal life... Until the Joneses moved in.,608,http://www.JonesesMovie.com/,9.48515,112,"Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot","$14,896,798 ",Greg Mottola,https://m.media-amazon.com/images/M/MV5BNDU2OTU1NzE2Ml5BMl5BanBnXkFtZTgwMDQzMzgwMDI@._V1_SX300.jpg,20th Century Fox,5.9,59%,59%,18%,34%,43%,Michael LeSieur
335796,tt4361050,Ouija: Origin of Evil,10/20/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Horror, Thriller,,,,99,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Hasbro', 'id': 2598}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Allspark Pictures', 'id': 57031}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",9000000,81705746,"In 1965 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.","When you talk to the other side, you never know who will be listening.",735,http://ouijamovie.com/,10.182974,113,"Annalise Basso, Elizabeth Reaser, Lulu Wilson, Henry Thomas","$34,904,885 ",Mike Flanagan,https://m.media-amazon.com/images/M/MV5BMTk4NTcxNTQ5NF5BMl5BanBnXkFtZTgwNTk5OTU4OTE@._V1_SX300.jpg,Universal Pictures,5.8,58%,61%,82%,65%,67%,"Mike Flanagan, Jeff Howard, Juliet Snowden (based on characters created by), Stiles White (based on characters created by)"
376867,tt4975722,Moonlight,10/21/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Drama,,,,,111,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Upload Films', 'id': 6724}, {'name': 'A24', 'id': 41077}, {'name': 'Pastel', 'id': 54950}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",4000000,65046687,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",This is the story of a lifetime,1831,http://www.moonlight-movie.com,14.171675,114,"Mahershala Ali, Shariff Earp, Duan Sanderson, Alex R. Hibbert","$27,850,910 ",Barry Jenkins,https://m.media-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg,A24 Films,7.3,73%,74%,98%,99%,86%,"Barry Jenkins (screenplay by), Tarell Alvin McCraney (story by)"
409502,tt4950110,I'm Not Ashamed,10/21/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Drama,,,,,112,"[{'name': 'Visible Pictures', 'id': 85627}, {'name': 'All Entertainment', 'id': 85628}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",1500000,2000000,Based on the inspiring and powerful true story and journal entries of Rachel Joy Scott- the first student killed in the Columbine high school shooting in 1999.,Her faith would touch the world.,27,http://imnotashamedfilm.com/,2.254096,115,"Masey McLain, Ben Davies, Cameron McKendry, Terri Minton","$2,080,932 ",Brian Baugh,https://m.media-amazon.com/images/M/MV5BMDA0MDk5M2ItMDc5Yy00ZjVlLTg4YTYtMmRkMjc4ZDg4ZjU2XkEyXkFqcGdeQXVyNDY3NDM0ODE@._V1_SX300.jpg,Visible Pictures,7,70%,59%,20%,31%,45%,"Philipa A. Booyens, Robin Hanley (screenwriter), Robin Hanley, Kari Redmond, Bodie Thoene (screenplay), Bodie Thoene (screenwriter), Bodie Thoene"
284052,tt1211837,Doctor Strange,10/25/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Adventure,Fantasy,Science Fiction,,115,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marvel Studios', 'id': 420}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",165000000,677718395,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",Open your mind. Change your reality.,5880,http://marvel.com/doctorstrange,43.847654,116,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong","$232,630,718 ",Scott Derrickson,https://m.media-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_SX300.jpg,Walt Disney Pictures,7.1,71%,75%,89%,72%,77%,"Jon Spaihts, Scott Derrickson, C. Robert Cargill, Stan Lee (based on the Marvel comics by), Steve Ditko (based on the Marvel comics by)"
340666,tt4550098,Nocturnal Animals,11/4/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Drama, Thriller,,,,116,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Artina Films', 'id': 2394}, {'name': 'Fade to Black Productions', 'id': 9351}, {'name': 'Focus Features', 'id': 10146}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",22500000,29252978,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",When you love someone you can't just throw it away,1990,http://www.focusfeatures.com/nocturnalanimals,18.908782,117,"Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson","$10,639,114 ",Tom Ford,https://m.media-amazon.com/images/M/MV5BMTYwMzMwMzgxNl5BMl5BanBnXkFtZTgwMTA0MTUzMDI@._V1_SX300.jpg,Focus Features,7.2,72%,75%,73%,67%,72%,"Tom Ford (screenplay by), Austin Wright (novel)"
339419,tt4669986,Loving,11/4/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Drama, Romance,,,,123,"[{'name': 'Big Beach Films', 'id': 12808}, {'name': 'Raindog Films', 'id': 60263}","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",9000000,8996802,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",All love is created equal,275,http://focusfeatures.com/loving,7.977391,118,"Ruth Negga, Joel Edgerton, Will Dalton, Dean Mumford","$7,696,098 ",Jeff Nichols,https://m.media-amazon.com/images/M/MV5BMjE4NTI3NjIzOF5BMl5BanBnXkFtZTgwNjI0NTI5ODE@._V1_SX300.jpg,Big Beach Films,6.5,65%,70%,89%,79%,76%,Jeff Nichols
332979,tt1620935,Bleed for This,11/4/2016,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}", Drama,,,,,116,"[{'name': 'Younger Than You', 'id': 1047}, {'name': 'Sikelia Productions', 'id': 23243}, {'name': 'Verdi Productions', 'id': 37765}, {'name': 'Bruce Cohen Productions', 'id': 86096}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",6000000,6174491,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",This is what the greatest comeback in sports history looks like,192,http://www.bleedforthisfilm.com/,7.873407,119,"Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds","$5,051,927 ",Ben Younger,https://m.media-amazon.com/images/M/MV5BMjAwNzgyNTUxMF5BMl5BanBnXkFtZTgwNzc0ODc1OTE@._V1_SX300.jpg,Open Road Films,6.7,67%,68%,69%,62%,67%,"Ben Younger (screenplay by), Ben Younger (story by), Pippa Bianco (story by), Angelo Pizzo (story by)"
329865,tt2543164,Arrival,11/10/2016,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}", Thriller, Drama,Science Fiction,Mystery,,113,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Lava Bear Films', 'id': 32300}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",47000000,203388186,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",Why are they here?,5729,http://www.arrivalmovie.com/,30.83786,120,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg","$100,501,349 ",Denis Villeneuve,https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_SX300.jpg,21 Laps Entertainment,7.2,72%,79%,94%,81%,82%,"Eric Heisserer (screenplay by), Ted Chiang (based on the story ""Story of Your Life"" written by)"
340402,tt4649416,Almost Christmas,11/11/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Comedy, Drama,,,,111,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Will Packer Productions', 'id': 49968}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",17000000,42487325,A dysfunctional family gathers together for their first Christmas since their mom died.,Five days together? Oh joy.,195,https://www.uphe.com/movies/almost-christmas,7.288877,121,"Danny Glover, Gabrielle Union, Mo'Nique, Kimberly Elise","$41,715,860 ",David E. Talbert,https://m.media-amazon.com/images/M/MV5BMjM1MTkwNTQ1Ml5BMl5BanBnXkFtZTgwNTc5ODgxOTE@._V1_SX300.jpg,Will Packer Productions,5.4,54%,61%,51%,55%,55%,David E. Talbert
381288,tt4972582,Split,11/15/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Horror, Thriller,,,,117,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Blinding Edge Pictures', 'id': 12236}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",9000000,276921998,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",Kevin has 23 distinct personalities. The 24th is about to be unleashed.,4461,http://www.splitmovie.com/,28.920839,122,"James McAvoy, Anya Taylor-Joy, Betty Buckley, Haley Lu Richardson","$138,120,085 ",M. Night Shyamalan,https://m.media-amazon.com/images/M/MV5BZTJiNGM2NjItNDRiYy00ZjY0LTgwNTItZDBmZGRlODQ4YThkL2ltYWdlXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_SX300.jpg,Universal Pictures,7,70%,73%,77%,62%,71%,M. Night Shyamalan
259316,tt3183660,Fantastic Beasts and Where to Find Them,11/16/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Adventure, Family,Fantasy,,,133,"[{'name': 'Heyday films', 'id': 437}, {'name': 'Warner Bros.', 'id': 6194}","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",180000000,809342332,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",From J.K. Rowling's wizarding world.,5612,http://www.fantasticbeasts.com/,41.051421,123,"Eddie Redmayne, Sam Redford, Scott Goldman, Tim Bentinck","$234,018,657 ",David Yates,https://m.media-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_SX300.jpg,Warner Bros. Pictures,7.2,72%,73%,74%,66%,71%,J.K. Rowling
369885,tt3640424,Allied,11/17/2016,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}", Action, Drama,War,Romance,Thriller,124,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'GK Films', 'id': 3281}, {'name': 'ImageMovers', 'id': 11395}, {'name': 'Huahua Media', 'id': 83645}","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",85000000,119520023,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",The enemy is listening.,1415,http://www.alliedmovie.com/,13.085186,124,"Brad Pitt, Vincent Ebrahim, Xavier de Guillebon, Marion Cotillard","$40,069,087 ",Robert Zemeckis,https://m.media-amazon.com/images/M/MV5BZWEyMzg4ZWUtYmZhMC00Yjk2LWEyYjktODVmN2M3YTA2ZmNjXkEyXkFqcGdeQXVyNjQ2Mjg3OTI@._V1_SX300.jpg,Paramount Pictures,6.6,66%,71%,61%,60%,65%,Steven Knight
376660,tt1878870,The Edge of Seventeen,11/18/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Comedy, Drama,,,,104,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'STX Entertainment', 'id': 47729}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",9000000,18803648,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.",You're only young once... is it over yet?,952,http://stxmovies.com/theedgeofseventeen/,9.51953,125,"Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick","$14,260,193 ",Kelly Fremon Craig,https://m.media-amazon.com/images/M/MV5BODE2NjE4NjYyMV5BMl5BanBnXkFtZTgwNzk3MjQ0OTE@._V1_SX300.jpg,STX Entertainment,7.3,73%,73%,94%,77%,79%,Kelly Fremon Craig
338964,tt1798603,Bad Santa 2,11/23/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Comedy, Crime,Drama,,,87,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Broad Green Pictures', 'id': 49389}, {'name': 'Miramax', 'id': 53009}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",26000000,17782178,"Fueled by cheap whiskey, greed and hatred, Willie Soke teams up with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve. Along for the ride is chubby and cheery Thurman Merman, a 250-pound ray of sunshine who brings out Willie's sliver of humanity. Issues arise when the pair are joined by Willie's horror story of a mother, who raises the bar for the gang's ambitions, while somehow lowering the standards of criminal behavior.",Giving the holidays another shot.,216,http://www.badsanta2.com/,7.459161,126,"Billy Bob Thornton, Kathy Bates, Tony Cox, Christina Hendricks","$17,664,973 ",Mark Waters,https://m.media-amazon.com/images/M/MV5BMjM2MjE5Mzc4OF5BMl5BanBnXkFtZTgwMjc3NjEyMDI@._V1_SX300.jpg,Miramax/Broad Green,5,50%,56%,23%,38%,42%,"Johnny Rosenthal, Shauna Cross, Glenn Ficarra (based on characters created by), John Requa (based on characters created by)"
277834,tt3521164,Moana,11/23/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Adventure, Animation,Family,,,107,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",150000000,643034466,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",The ocean is calling.,3471,http://movies.disney.com/moana,9.143457,127,"Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison","$248,752,120 ","Ron Clements, John Musker, Don Hall(co-director), Chris Williams(co-director)",https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg,Walt Disney Pictures,7.3,73%,76%,95%,81%,81%,"Jared Bush (screenplay by), Ron Clements (story by), John Musker (story by), Chris Williams (story by), Don Hall (story by), Pamela Ribon (story by), Aaron Kandell (story by), Jordan Kandell (story by)"
335797,tt3470600,Sing,11/23/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Animation, Comedy,Drama,Family,Music,108,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Illumination Entertainment', 'id': 6704}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",75000000,632443719,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,Auditions begin 2016.,2363,http://www.singmovie.com/,20.045673,128,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson","$270,322,940 ","Garth Jennings, Christophe Lourdelet(co-director)",https://m.media-amazon.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_SX300.jpg,Illumination Entertainment,6.8,68%,71%,72%,59%,68%,Garth Jennings
334543,tt3741834,Lion,11/24/2016,"[{'iso_639_1': 'bn', 'name': 'বাংলা'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}", Drama,,,,,118,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'See-Saw Films', 'id': 7217}, {'name': 'Screen Australia', 'id': 7584}, {'name': 'Aquarius Films', 'id': 13786}, {'name': 'Sunstar Entertainment', 'id': 50501}","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",12000000,140302754,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",The search begins,1699,http://lionmovie.com/,17.085145,129,"Sunny Pawar, Abhishek Bharate, Priyanka Bose, Khushi Solanki","$51,694,854 ",Garth Davis,https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_SX300.jpg,See-Saw Films,8,80%,81%,85%,69%,79%,"Saroo Brierley (adapted from the book ""A Long Way Home"" by), Luke Davies (screenplay by)"
310307,tt4276820,The Founder,11/24/2016,"[{'iso_639_1': 'en', 'name': 'English'}", Drama, History,,,,115,"[{'name': 'Weinstein Company, The', 'id': 7289}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Faliro House Productions', 'id': 19246}, {'name': 'The Combine', 'id': 27450}, {'name': 'Speedie Distribution', 'id': 86024}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",25000000,23964782,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",Risk taker. Rule breaker. Game changer.,855,http://thefounderfilm.com/,17.523343,130,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini","$12,785,093 ",John Lee Hancock,https://m.media-amazon.com/images/M/MV5BMzExNDg0MDk1M15BMl5BanBnXkFtZTgwNzE1Mjg0MDI@._V1_SX300.jpg,The Weinstein Company,7,70%,72%,82%,66%,73%,Robert Siegel
